Data;10531;10500;10482;10433
2018-03-13 23:54:00;13;18;35;46
2018-03-13 23:57:00;60;39;99;103
2018-03-14 00:00:00;59;41;83;82
2018-03-14 00:03:00;64;43;95;123
2018-03-14 00:06:00;75;51;98;109
2018-03-14 00:09:00;66;36;110;114
2018-03-14 00:12:00;51;49;84;119
2018-03-14 00:15:00;64;38;92;101
2018-03-14 00:18:00;52;30;103;101
2018-03-14 00:21:00;62;44;80;98
2018-03-14 00:24:00;57;41;84;81
2018-03-14 00:27:00;48;34;92;93
2018-03-14 00:30:00;48;35;74;96
2018-03-14 00:33:00;45;28;88;81
2018-03-14 00:36:00;48;21;66;85
2018-03-14 00:39:00;45;38;66;68
2018-03-14 00:42:00;47;28;57;77
2018-03-14 00:45:00;37;23;77;70
2018-03-14 00:48:00;32;19;52;84
2018-03-14 00:51:00;29;21;61;63
2018-03-14 00:54:00;39;20;67;62
2018-03-14 00:57:00;37;26;59;73
2018-03-14 01:00:00;41;34;60;56
2018-03-14 01:03:00;37;19;67;73
2018-03-14 01:06:00;52;35;45;75
2018-03-14 01:09:00;38;20;83;50
2018-03-14 01:12:00;44;25;46;63
2018-03-14 01:15:00;19;20;46;48
2018-03-14 01:18:00;39;21;58;48
2018-03-14 01:21:00;25;22;56;62
2018-03-14 01:24:00;31;16;45;57
2018-03-14 01:27:00;29;19;42;59
2018-03-14 01:30:00;20;21;37;59
2018-03-14 01:33:00;25;14;61;60
2018-03-14 01:36:00;35;23;37;61
2018-03-14 01:39:00;29;24;49;47
2018-03-14 01:42:00;20;15;67;55
2018-03-14 01:45:00;39;25;21;71
2018-03-14 01:48:00;33;20;49;46
2018-03-14 01:51:00;30;22;54;49
2018-03-14 01:54:00;26;22;48;62
2018-03-14 01:57:00;30;13;45;56
2018-03-14 02:00:00;16;14;31;44
2018-03-14 02:03:00;12;13;44;51
2018-03-14 02:06:00;27;15;35;59
2018-03-14 02:09:00;21;12;33;35
2018-03-14 02:12:00;26;19;30;45
2018-03-14 02:15:00;21;17;53;39
2018-03-14 02:18:00;21;15;31;71
2018-03-14 02:21:00;21;12;36;33
2018-03-14 02:24:00;23;18;29;34
2018-03-14 02:27:00;28;20;33;35
2018-03-14 02:30:00;21;12;27;31
2018-03-14 02:33:00;14;12;31;30
2018-03-14 02:36:00;15;10;29;33
2018-03-14 02:39:00;16;10;27;35
2018-03-14 02:42:00;13;6;25;28
2018-03-14 02:45:00;20;10;21;29
2018-03-14 02:48:00;23;14;33;22
2018-03-14 02:51:00;20;18;33;28
2018-03-14 02:54:00;26;18;23;43
2018-03-14 02:57:00;19;15;27;35
2018-03-14 03:00:00;13;13;38;31
2018-03-14 03:03:00;18;10;27;35
2018-03-14 03:06:00;21;9;25;30
2018-03-14 03:09:00;22;14;19;23
2018-03-14 03:12:00;23;15;35;26
2018-03-14 03:15:00;6;12;29;36
2018-03-14 03:18:00;25;10;28;25
2018-03-14 03:21:00;17;16;21;28
2018-03-14 03:24:00;19;12;38;31
2018-03-14 03:27:00;22;13;28;47
2018-03-14 03:30:00;20;17;24;28
2018-03-14 03:33:00;21;14;37;33
2018-03-14 03:36:00;21;18;27;30
2018-03-14 03:39:00;21;20;45;30
2018-03-14 03:42:00;21;13;33;44
2018-03-14 03:45:00;29;22;28;28
2018-03-14 03:48:00;29;13;37;32
2018-03-14 03:51:00;21;17;36;24
2018-03-14 03:54:00;21;19;30;43
2018-03-14 03:57:00;26;21;41;24
2018-03-14 04:00:00;26;24;48;16
2018-03-14 04:03:00;19;16;51;23
2018-03-14 04:06:00;28;27;25;37
2018-03-14 04:09:00;22;15;52;37
2018-03-14 04:12:00;27;20;45;55
2018-03-14 04:15:00;36;21;48;34
2018-03-14 04:18:00;36;26;52;46
2018-03-14 04:21:00;20;21;36;41
2018-03-14 04:24:00;45;28;48;42
2018-03-14 04:27:00;49;29;66;49
2018-03-14 04:30:00;57;44;47;57
2018-03-14 04:33:00;57;40;69;55
2018-03-14 04:36:00;47;34;79;65
2018-03-14 04:39:00;55;49;60;74
2018-03-14 04:42:00;77;44;65;76
2018-03-14 04:45:00;69;55;85;58
2018-03-14 04:48:00;91;48;77;71
2018-03-14 04:51:00;66;61;84;62
2018-03-14 04:54:00;62;40;88;75
2018-03-14 04:57:00;93;51;81;76
2018-03-14 05:00:00;103;63;73;77
2018-03-14 05:03:00;98;70;65;68
2018-03-14 05:06:00;95;60;120;87
2018-03-14 05:09:00;121;69;103;99
2018-03-14 05:12:00;119;85;105;103
2018-03-14 05:15:00;114;82;133;94
2018-03-14 05:18:00;135;85;107;124
2018-03-14 05:21:00;135;84;134;104
2018-03-14 05:24:00;170;98;107;120
2018-03-14 05:27:00;199;121;163;112
2018-03-14 05:30:00;160;123;145;151
2018-03-14 05:33:00;196;98;171;145
2018-03-14 05:36:00;200;133;160;130
2018-03-14 05:39:00;220;131;181;152
2018-03-14 05:42:00;213;111;180;162
2018-03-14 05:45:00;241;131;184;164
2018-03-14 05:48:00;244;174;229;144
2018-03-14 05:51:00;233;185;258;198
2018-03-14 05:54:00;249;145;240;233
2018-03-14 05:57:00;259;207;239;211
2018-03-14 06:00:00;206;139;287;227
2018-03-14 06:03:00;259;191;251;253
2018-03-14 06:06:00;260;174;308;273
2018-03-14 06:09:00;249;205;263;292
2018-03-14 06:12:00;274;203;324;241
2018-03-14 06:15:00;271;212;319;365
2018-03-14 06:18:00;274;204;379;303
2018-03-14 06:21:00;269;210;376;375
2018-03-14 06:24:00;284;222;384;368
2018-03-14 06:27:00;272;229;437;401
2018-03-14 06:30:00;299;226;420;383
2018-03-14 06:33:00;279;235;412;379
2018-03-14 06:36:00;278;223;403;411
2018-03-14 06:39:00;274;214;441;381
2018-03-14 06:42:00;264;147;457;414
2018-03-14 06:45:00;282;207;399;451
2018-03-14 06:48:00;279;160;415;327
2018-03-14 06:51:00;273;189;403;414
2018-03-14 06:54:00;189;186;424;362
2018-03-14 06:57:00;219;192;414;394
2018-03-14 07:00:00;255;185;386;467
2018-03-14 07:03:00;262;193;409;423
2018-03-14 07:06:00;252;177;416;437
2018-03-14 07:09:00;259;155;410;443
2018-03-14 07:12:00;256;203;420;433
2018-03-14 07:15:00;263;166;417;440
2018-03-14 07:18:00;259;170;406;433
2018-03-14 07:21:00;263;192;415;427
2018-03-14 07:24:00;271;164;409;421
2018-03-14 07:27:00;240;178;456;437
2018-03-14 07:30:00;235;192;421;450
2018-03-14 07:33:00;242;130;424;441
2018-03-14 07:36:00;261;167;451;427
2018-03-14 07:39:00;207;137;448;485
2018-03-14 07:42:00;207;149;457;419
2018-03-14 07:45:00;222;118;454;435
2018-03-14 07:48:00;208;134;432;453
2018-03-14 07:51:00;154;154;440;432
2018-03-14 07:54:00;213;163;453;439
2018-03-14 07:57:00;235;142;420;447
2018-03-14 08:00:00;216;167;424;417
2018-03-14 08:03:00;204;138;429;391
2018-03-14 08:06:00;198;158;432;417
2018-03-14 08:09:00;195;144;429;421
2018-03-14 08:12:00;197;104;440;420
2018-03-14 08:15:00;229;156;407;412
2018-03-14 08:18:00;132;152;417;388
2018-03-14 08:21:00;196;147;437;413
2018-03-14 08:24:00;205;152;461;411
2018-03-14 08:27:00;203;132;417;442
2018-03-14 08:30:00;181;148;428;416
2018-03-14 08:33:00;172;173;428;442
2018-03-14 08:36:00;170;167;422;427
2018-03-14 08:39:00;226;112;434;409
2018-03-14 08:42:00;193;160;390;433
2018-03-14 08:45:00;142;104;348;401
2018-03-14 08:48:00;196;173;377;373
2018-03-14 08:51:00;164;153;360;368
2018-03-14 08:54:00;234;104;359;383
2018-03-14 08:57:00;177;118;348;391
2018-03-14 09:00:00;161;113;374;362
2018-03-14 09:03:00;159;150;377;369
2018-03-14 09:06:00;170;106;372;384
2018-03-14 09:09:00;152;94;381;383
2018-03-14 09:12:00;163;113;388;384
2018-03-14 09:15:00;135;100;425;385
2018-03-14 09:18:00;179;142;405;440
2018-03-14 09:21:00;140;117;415;426
2018-03-14 09:24:00;208;142;384;438
2018-03-14 09:27:00;166;157;412;438
2018-03-14 09:30:00;209;116;392;393
2018-03-14 09:33:00;244;178;382;390
2018-03-14 09:36:00;171;131;413;433
2018-03-14 09:39:00;215;86;398;413
2018-03-14 09:42:00;200;138;401;411
2018-03-14 09:45:00;165;106;421;444
2018-03-14 09:48:00;222;167;363;435
2018-03-14 09:51:00;191;115;383;394
2018-03-14 09:54:00;227;144;367;401
2018-03-14 09:57:00;222;144;372;383
2018-03-14 10:00:00;175;94;403;353
2018-03-14 10:03:00;233;124;399;402
2018-03-14 10:06:00;167;100;364;434
